unique_id,ds,y,volume
bitcoin,2025-05-18,103212.36483885496,18950056010.479057
bitcoin,2025-05-19,106030.6376831359,30744060179.802963
bitcoin,2025-05-20,105629.41580436694,43339734153.75087
bitcoin,2025-05-21,106786.71995834044,36393687094.25122
bitcoin,2025-05-22,109665.86371625264,60722883113.84
bitcoin,2025-05-23,111560.356938144,52218408239.45193
bitcoin,2025-05-24,107216.66856870624,49251745837.96465
bitcoin,2025-05-25,107831.36374380375,27128230116.51716
bitcoin,2025-05-26,108861.81037744328,29652659665.048733
bitcoin,2025-05-27,109377.71513263127,27950577137.918888
bitcoin,2025-05-28,109068.45694901443,38978783508.88622
bitcoin,2025-05-29,107838.18431100152,29794278037.284943
bitcoin,2025-05-30,105745.41660358038,38279231892.56757
bitcoin,2025-05-31,104010.91956242644,39680060337.61021
bitcoin,2025-06-01,104687.50742934884,20432694555.09522
bitcoin,2025-06-02,105710.00593822816,17721500507.53389
bitcoin,2025-06-03,105884.74263221148,26313843058.73954
bitcoin,2025-06-04,105434.47745144973,25925661121.080395
bitcoin,2025-06-05,104812.9182188067,25812143562.79796
bitcoin,2025-06-06,101650.7387545425,39711941132.0234
bitcoin,2025-06-07,104409.74967959142,29897390978.090103
bitcoin,2025-06-08,105681.4546141758,17749731308.73042
bitcoin,2025-06-09,105692.24740699006,16044679696.270103
bitcoin,2025-06-10,110261.57485948496,38222993297.50514
bitcoin,2025-06-11,110212.73252109604,36303839182.734825
bitcoin,2025-06-12,108679.9760916168,30338936631.626648
bitcoin,2025-06-13,105979.22902375912,35865159511.38857
bitcoin,2025-06-14,106045.56440819205,49471015505.74361
bitcoin,2025-06-15,105482.90611628916,17916412455.866283
bitcoin,2025-06-16,105554.49383061715,16568441852.649668
bitcoin,2025-06-17,106951.2720181497,32095957011.724205
bitcoin,2025-06-18,104683.42479835715,38603212010.88944
bitcoin,2025-06-19,104722.695052907,30339326410.154945
bitcoin,2025-06-20,104690.65002458123,18063282658.15229
bitcoin,2025-06-21,103290.105144757,30632751225.407444
bitcoin,2025-06-22,101532.5683847329,21644463198.71953
bitcoin,2025-06-23,100852.58264648831,51287142390.02526
bitcoin,2025-06-24,105511.62437933136,50011797128.6837
bitcoin,2025-06-25,105976.06929808448,31704641076.941063
bitcoin,2025-06-26,107238.53045016268,30468274982.034847
bitcoin,2025-06-27,106984.01253775664,24320699663.15122
bitcoin,2025-06-28,107078.91560644074,25194306261.888832
bitcoin,2025-06-29,107331.58548463575,8960877693.57604
bitcoin,2025-06-30,108396.61631317894,14881078675.366829
bitcoin,2025-07-01,107132.79910701896,22489515582.41552
bitcoin,2025-07-02,105613.39974163056,25033160828.30909
bitcoin,2025-07-03,108824.44423167944,36395184773.06136
bitcoin,2025-07-04,109602.20483914016,29892049537.628605
bitcoin,2025-07-05,108040.8919400104,24248906784.57383
bitcoin,2025-07-06,108217.46849992426,10042942280.966904
bitcoin,2025-07-07,109215.19771840284,14638669497.351295
bitcoin,2025-07-08,108300.71675785031,25493246475.80407
bitcoin,2025-07-09,108953.19187727802,20488865138.27645
bitcoin,2025-07-10,111327.53054245668,37078460440.66385
bitcoin,2025-07-11,115879.65030112496,56204086624.04028
bitcoin,2025-07-12,117571.02510036016,64185145923.88688
bitcoin,2025-07-13,117418.95745007684,24351256098.393543
bitcoin,2025-07-14,119117.55666327637,27310851454.97692
bitcoin,2025-07-15,119833.67446712356,68915956378.80447
bitcoin,2025-07-16,117678.19493404306,80299520980.2335
bitcoin,2025-07-17,118748.1627367753,50374263848.76278
bitcoin,2025-07-18,119445.36520434044,49282617205.72662
bitcoin,2025-07-19,117988.94664455787,58896449260.69391
bitcoin,2025-07-20,117901.62655900871,23934511126.349533
bitcoin,2025-07-21,117256.9208222684,36702153882.06748
bitcoin,2025-07-22,117482.46977767294,46344384345.39471
bitcoin,2025-07-23,119955.79570607652,58939000420.94166
bitcoin,2025-07-24,118629.05588130427,45225685167.61703
bitcoin,2025-07-25,118354.43517438594,51940414419.3327
bitcoin,2025-07-26,117540.8083708574,91617702596.10349
bitcoin,2025-07-27,117959.54234360624,25145925063.881348
bitcoin,2025-07-28,119418.91405141471,30220402191.467663
bitcoin,2025-07-29,118003.30201607826,43433742203.62158
bitcoin,2025-07-30,117853.30892863822,42860287143.68828
bitcoin,2025-07-31,117833.24087995924,43054424656.58649
bitcoin,2025-08-01,115700.00243915782,45238249453.35885
bitcoin,2025-08-02,113234.6051343189,65794680822.25255
bitcoin,2025-08-03,112554.90232221724,33543439044.09785
bitcoin,2025-08-04,114199.10966460756,24689273719.085533
bitcoin,2025-08-05,115138.68613070175,32488023582.82734
bitcoin,2025-08-06,114128.35408881678,37316213251.97167
bitcoin,2025-08-07,115022.09576830892,32052509631.058872
bitcoin,2025-08-08,117463.47451085236,38289687095.00489
bitcoin,2025-08-09,116688.36663186055,33017415812.97353
bitcoin,2025-08-10,116510.08393213755,27638785406.21056
bitcoin,2025-08-11,119266.92516880557,37157754754.85189
bitcoin,2025-08-12,118773.79960860992,61739781527.95854
bitcoin,2025-08-13,120202.53485503166,46941089789.57991
bitcoin,2025-08-14,123560.99363577303,61818118105.53991
bitcoin,2025-08-15,118405.59579823952,73822008367.99681
bitcoin,2025-08-16,117339.79190213275,44268714220.021
bitcoin,2025-08-17,117501.21653394958,23202714236.542347
bitcoin,2025-08-18,117542.83687778088,20906566026.645443
bitcoin,2025-08-19,116256.41276740946,47337926940.98573
bitcoin,2025-08-20,112778.34483555844,46156885037.403885
bitcoin,2025-08-21,114252.39755195397,42166369117.006935
bitcoin,2025-08-22,112414.39987336512,32048202090.65466
bitcoin,2025-08-23,116834.24948202296,50878158870.82928
bitcoin,2025-08-24,115359.98346714744,27306719885.257973
bitcoin,2025-08-25,113399.54847314973,40682656776.69001
bitcoin,2025-08-26,110185.35443900424,52854872363.93656
bitcoin,2025-08-27,111842.70999260596,43023800053.0546
bitcoin,2025-08-28,111216.08479629167,36957904262.99581
bitcoin,2025-08-29,112525.59740669793,34222495087.20689
bitcoin,2025-08-30,108480.30666639366,51702115726.38959
bitcoin,2025-08-31,108781.95727925688,27799981330.792213
bitcoin,2025-09-01,108253.36092385623,26140904019.246822
bitcoin,2025-09-02,109162.68557992298,42999610648.39302
bitcoin,2025-09-03,111190.18209845416,50235464642.84596
bitcoin,2025-09-04,111711.51977725116,36406080683.42747
bitcoin,2025-09-05,110724.736377486,38708366685.43147
bitcoin,2025-09-06,110662.18112628513,56020470627.40665
bitcoin,2025-09-07,110209.1888247784,19340758702.07633
bitcoin,2025-09-08,111131.9923868407,22147049159.335133
bitcoin,2025-09-09,112025.12878118773,37159847899.8603
bitcoin,2025-09-10,111547.43956434788,45338021458.38368
bitcoin,2025-09-11,113975.32489468766,52205187155.05567
bitcoin,2025-09-12,115503.16663193036,43752917632.95067
bitcoin,2025-09-13,116160.14344594492,51192951485.8644
bitcoin,2025-09-14,115970.58488443034,30063858747.76022
bitcoin,2025-09-15,115373.55555886828,26889399414.610912
bitcoin,2025-09-16,115397.25272727507,46947581231.08198
bitcoin,2025-09-17,116762.8496864193,39964451595.09973
bitcoin,2025-09-18,116455.9464822532,54740952295.37868
bitcoin,2025-09-19,117145.49508952006,43642467075.25838
bitcoin,2025-09-20,115655.81046441344,34296721252.33001
bitcoin,2025-09-21,115715.51536781774,18774953731.2904
bitcoin,2025-09-22,115304.47999407038,18659113982.495464
bitcoin,2025-09-23,112696.74101711863,69152342029.46799
bitcoin,2025-09-24,112022.16587861197,46154878824.043465
bitcoin,2025-09-25,113320.56908541008,46677543220.334526
bitcoin,2025-09-26,108963.53013595636,74481796351.47305
bitcoin,2025-09-27,109710.20874667744,55257214020.568245
bitcoin,2025-09-28,109654.81021075726,23294896964.31016
bitcoin,2025-09-29,112142.57362752674,31274654338.51212
bitcoin,2025-09-30,114309.15041119448,57833295882.65785
bitcoin,2025-10-01,114024.22783550054,57718901820.70616
bitcoin,2025-10-02,118503.24451752484,69920179085.4708
bitcoin,2025-10-03,120611.71911591051,71252850672.75252
bitcoin,2025-10-04,122250.15186842805,83155430408.51796
bitcoin,2025-10-05,122380.93708463266,35161626561.80918
bitcoin,2025-10-06,123506.18520027678,72011486031.26575
bitcoin,2025-10-07,124773.50823074432,69605991064.72382
bitcoin,2025-10-08,121518.75593575073,76087884719.80028
bitcoin,2025-10-09,123352.50487523204,62576032795.36722
bitcoin,2025-10-10,121698.03066778315,72097306668.91356
bitcoin,2025-10-11,113201.74064138904,151002213089.8765
bitcoin,2025-10-12,110853.11663883904,108643865752.17674
bitcoin,2025-10-13,115189.5714637257,93857100744.12454
bitcoin,2025-10-14,115222.28302116522,68935270367.04033
bitcoin,2025-10-15,113156.56943826911,91211854988.91518
bitcoin,2025-10-16,110708.66960879424,68877328886.40259
bitcoin,2025-10-17,108076.72862033188,84773160808.27399
bitcoin,2025-10-18,106443.61194984637,94325236794.78165
bitcoin,2025-10-19,107156.00337647724,34412835719.61292
bitcoin,2025-10-20,108621.134857428,45373692612.3944
bitcoin,2025-10-21,110608.5714932665,60452111148.14008
bitcoin,2025-10-22,108486.1026271664,105841401713.00195
bitcoin,2025-10-23,107618.4266715404,83996418125.93103
bitcoin,2025-10-24,110048.51827291628,56192643013.57058
