unique_id,ds,yhat
ethereum,2025-10-25,4269.2437
ethereum,2025-10-26,4241.8237
ethereum,2025-10-27,4306.79
ethereum,2025-10-28,4376.441
ethereum,2025-10-29,4644.5684
ethereum,2025-10-30,4654.7534
ethereum,2025-10-31,4531.87
