unique_id,ds,yhat
litecoin,2025-10-26,86.33464896234521
litecoin,2025-10-27,86.00806509231637
litecoin,2025-10-28,85.78907858069101
litecoin,2025-10-29,85.68502126875211
litecoin,2025-10-30,85.63262258900245
litecoin,2025-10-31,85.61693655317131
litecoin,2025-11-01,85.62839590424727
litecoin,2025-11-02,85.64415060362279
litecoin,2025-11-03,85.66014181434318
litecoin,2025-11-04,85.66526876743681
litecoin,2025-11-05,85.65696035673425
litecoin,2025-11-06,85.62442098916617
litecoin,2025-11-07,85.58351217516079
litecoin,2025-11-08,85.55178915195326
litecoin,2025-11-09,85.55304037265888
litecoin,2025-11-10,85.60864340015664
litecoin,2025-11-11,85.83380208552258
litecoin,2025-11-12,86.25368581671309
litecoin,2025-11-13,86.59731375916535
litecoin,2025-11-14,86.78980339112906
litecoin,2025-11-15,86.98324668615973
litecoin,2025-11-16,87.08070457170528
litecoin,2025-11-17,87.01040733173862
litecoin,2025-11-18,86.98142326063353
litecoin,2025-11-19,86.9823082704449
litecoin,2025-11-20,87.19621361214915
litecoin,2025-11-21,87.54378592886621
litecoin,2025-11-22,88.32004631951997
litecoin,2025-11-23,88.76481712138963
litecoin,2025-11-24,89.52283566017472
