unique_id,ds,yhat
ethereum,2025-10-25,2866.6238
ethereum,2025-10-26,2860.722
ethereum,2025-10-27,2856.8572
ethereum,2025-10-28,2853.6218
ethereum,2025-10-29,2851.382
ethereum,2025-10-30,2850.0388
ethereum,2025-10-31,2849.1936
