unique_id,ds,yhat
ethereum,2025-10-25,4523.9316
ethereum,2025-10-26,4560.9067
ethereum,2025-10-27,4586.6187
ethereum,2025-10-28,4589.078
ethereum,2025-10-29,4581.566
ethereum,2025-10-30,4539.942
ethereum,2025-10-31,4489.504
